n,b,qasm
3,"[(-0.21733390742156147+0j), (0.628764829281367-0.6175712821081794j), (0.0011986448581004319+0j), (-0.00346777793908902+0.0034060430357680162j), 0.0025943824368795387j, (-0.0073721404397098-0.007505761293156158j), 0.10041163049772281j, (-0.28532749500872107-0.2904990871272615j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate rxx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_0;
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
  h _gate_q_0;
}
gate iswap _gate_q_0, _gate_q_1 {
  s _gate_q_0;
  s _gate_q_1;
  h _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
  h _gate_q_1;
}
qubit[3] q;
csx q[2], q[0];
ry(6.259311819185449) q[1];
rxx(0.8656019142380628) q[2], q[1];
U(2.6580439401930667, 1.579777247851035, 2.504152790177598) q[0];
t q[0];
iswap q[1], q[2];
"
3,"[(0.3540941597619671-0.008979568890704871j), (0.008979568890704871+0.3540941597619671j), (0.3672200255611016-0.009312431246505111j), (0.009312431246505111+0.3672200255611016j), (0.09152678498519744+0.32720631951606327j), (-0.32720631951606327+0.09152678498519744j), (0.09491957829630296+0.3393354838080801j), (-0.3393354838080801+0.09491957829630296j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
z q[2];
p(3.046545674998471) q[1];
h q[0];
id q[0];
u2(1.3244772328721879, 0.5458558980967773) q[2];
rx(1.6071866197809097) q[1];
s q[0];
r(0.0664224978991778, 0.6470515156275193) q[2];
s q[1];
"
3,"[(0.0010748061614676357+0j), 0j, 0j, 0j, 0j, 0j, 0j, (0.045229920361302106+0.9989760252858051j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
qubit[3] q;
cx q[2], q[1];
s q[0];
xx_minus_yy(3.1394430408529828, 3.0963472713767892) q[1], q[0];
dcx q[2], q[1];
"
3,"[(0.06825693597001105+0.033559360366830465j), (0.006945661853182518-0.014126896079062631j), (-0.07977734769425847+0.07525443733754128j), (0.015575144132207439+0.01651123485582756j), (0.24393097278055237-0.4961352245152219j), (-0.10268334870713086-0.05048552874464697j), (0.5469975561257485+0.5798729718384903j), (0.120014253435265-0.11321014518267758j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
qubit[3] q;
id q[1];
u1(0.30311877527807085) q[0];
s q[2];
U(5.038112199740257, 4.325329420714435, 0.900636974096309) q[1];
rx(1.9789663520911414) q[0];
p(3.3012602456874607) q[2];
rx(2.868154633097512) q[2];
ry(3.0528064973326283) q[1];
sxdg q[0];
"
3,"[(-0.34925655359740004+0j), 0j, 0.07721000457867708j, (-0.009326441394671908+0.06966888834568971j), (-0.8921750913802132+0j), 0j, 0.19723278541496977j, (-0.02382437385308252+0.1779690207268778j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate iswap _gate_q_0, _gate_q_1 {
  s _gate_q_0;
  s _gate_q_1;
  h _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
  h _gate_q_1;
}
qubit[3] q;
cu1(5.064560252397984) q[1], q[2];
ry(0.5810020770621436) q[0];
ry(5.45864544186704) q[2];
cu3(4.806145516229687, 4.845465897116257, 0.2446843715913619) q[0], q[1];
iswap q[1], q[0];
h q[2];
"
3,"[(0.027684545872949162-0.4531708275864252j), (0.023628484148925696-0.3867767875088761j), (0.09121532124791931+0.5650257724173376j), (0.07785136812923385+0.48224386878394365j), (0.030677710571575888+0.1279886674725072j), (0.026183120405600974+0.10923705284872354j), (-0.07311044225025191-0.1489385127493482j), (-0.06239903423949503-0.12711753712027396j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
sx q[2];
tdg q[0];
y q[1];
rzx(4.754970726034112) q[1], q[2];
y q[0];
u3(3.668691739191432, 2.8054131470589674, 4.187268105275557) q[2];
ry(4.554626105018174) q[0];
u3(1.341236072615836, 6.062115591341491, 4.516021416107912) q[1];
"
3,"[(0.42361264507020735+0j), -0.42361264507020735j, 0.42361264507020735j, (0.42361264507020735+0j), -0.2656168799918833j, (-0.2656168799918833+0j), 0.2656168799918833j, (0.2656168799918833+0j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate csdg _gate_q_0, _gate_q_1 {
  p(-pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
}
qubit[3] q;
z q[0];
tdg q[2];
sxdg q[1];
rzx(1.120112275274092) q[1], q[2];
sxdg q[0];
csdg q[1], q[2];
x q[0];
"
3,"[(1+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
cu1(2.688713142405442) q[1], q[2];
u1(4.966439125685423) q[0];
csx q[2], q[1];
csx q[2], q[0];
u1(4.533126956548802) q[1];
"
3,"[(0.7071067811865475+0j), 0j, 0j, 0j, 0j, 0j, 0.7071067811865475j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
qubit[3] q;
dcx q[1], q[2];
h q[0];
cy q[0], q[1];
dcx q[0], q[2];
"
3,"[0j, 0j, (0.049473144218372254+0.13073052772581978j), (-0.047645269632500126+0.4508171065754732j), 0j, 0j, (0.13197879571234133-0.22329871306115212j), (0.7082746420022605-0.45389659124779125j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
tdg q[1];
x q[0];
rx(0.9832913043076227) q[2];
id q[1];
y q[0];
U(3.156758255872143, 2.893822606460668, 2.7930571242128592) q[2];
tdg q[2];
y q[1];
r(3.7397716911720376, 5.179464263294336) q[0];
"
3,"[0j, 0j, (-0.744901007032243-0.4110012832160218j), (0.34136580704867686-0.18834957050475049j), 0j, 0j, (0.0709269855887565+0.1285484623731864j), (-0.15477116307460848+0.2805081150397078j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
gate rzz(p0) _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
}
gate ryy(p0) _gate_q_0, _gate_q_1 {
  rx(pi/2) _gate_q_0;
  rx(pi/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rx(-pi/2) _gate_q_0;
  rx(-pi/2) _gate_q_1;
}
qubit[3] q;
ry(0.859419928544434) q[0];
dcx q[1], q[2];
rzz(2.133216646775416) q[0], q[2];
z q[1];
ryy(5.562890765143455) q[2], q[0];
y q[1];
"
3,"[(1+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
cp(5.413700125548275) q[0], q[1];
z q[2];
u1(4.459908270907458) q[2];
s q[0];
sdg q[1];
p(2.048821645038501) q[1];
tdg q[2];
"
3,"[(-0.5596449897883994-0.3243749748517575j), (-0.5596449897883994+0.5180500424663685j), 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
tdg q[0];
z q[1];
sdg q[2];
h q[0];
sdg q[1];
y q[2];
x q[2];
z q[1];
r(2.866831278848445, 2.4964025978159623) q[0];
"
3,"[(0.36241915401814945+0.36241915401814945j), 0j, (-0.26282876466953764+0.26282876466953764j), (0.1641466619944898+0.31239916881947466j), (0.23450989355007376-0.42697754440798275j), 0j, (0.3096469358591429+0.17006812399728743j), (0.2415093151555774-0.23275216993125744j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
qubit[3] q;
sx q[1];
t q[0];
u3(1.519993330736211, 4.429244494452715, 5.782279665014283) q[2];
t q[0];
z q[1];
cu3(1.5189238241625127, 5.013996171926629, 4.8465816817990115) q[1], q[0];
"
3,"[0j, (-0.17681178921279367-0.034100666702368804j), 0j, (0.4112528201974556-0.5463019802320542j), 0j, (0.13719826545800823-0.11662718477906138j), 0j, (0.1690202351843228+0.6625759547584419j)]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
x q[1];
x q[2];
x q[0];
s q[0];
u3(2.777280507756331, 0.9182965455572198, 2.991476595280245) q[1];
sx q[2];
rx(3.317740507497457) q[1];
cp(0.6757407162467842) q[2], q[0];
"
3,"[(0.22684273321146903-0.44446397086785777j), (-0.20076257085070126-0.4568372107828901j), (0.23784562715874003-0.44093492788731525j), (-0.19106945905400458-0.4631269964127942j), 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
tdg q[0];
ry(1.5939068233133744) q[1];
id q[2];
u2(4.620110522262066, 4.5777028640681525) q[0];
cu(4.683516102680988, 5.343878989139107, 0.9726363783094408, 1.2254379990999416) q[2], q[1];
id q[2];
rx(1.3978506407107587) q[1];
rz(0.7771066720634748) q[0];
"
3,"[0j, 0j, (-0.7866314119195237+0.03542807166858668j), (0.16485793318218905-0.1804079137505998j), 0j, 0j, (0.23269558861680703+0.48779884973716847j), (-0.15811860465985242-0.05598457051893629j)]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
ch q[2], q[0];
s q[1];
U(2.7643296113726588, 2.978047945560574, 3.0098155340488475) q[2];
rx(5.68131508013786) q[0];
y q[1];
z q[1];
t q[0];
rx(4.251744565559392) q[2];
"
3,"[(0.7071067811865475+0j), 0j, (-0.48116504190816445-0.5181507526246721j), 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
cp(1.6599567223899552) q[1], q[0];
u2(3.9639849652881707, 3.917228090767919) q[2];
csx q[0], q[2];
swap q[1], q[2];
"
3,"[(-0.9585562131627735+0j), 0j, 0j, 0j, 0j, 0j, (0.28474553248734125+0.009485142884739518j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
qubit[3] q;
crx(3.6321826510802264) q[0], q[2];
sdg q[1];
cu1(0.7328001664675129) q[0], q[1];
id q[2];
xx_minus_yy(5.705373864621043, 1.6040949595680691) q[1], q[2];
"
3,"[0j, 0j, (-0.20223005685391532-0.1576489080482703j), (-0.028339804981230482+0.11431283476439019j), 0j, 0j, (-0.16076164771031576-0.8568532774073494j), (-0.32943962951537553+0.22761138215020227j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate ecr _gate_q_0, _gate_q_1 {
  rzx(pi/4) _gate_q_0, _gate_q_1;
  x _gate_q_0;
  rzx(-pi/4) _gate_q_0, _gate_q_1;
}
qubit[3] q;
z q[2];
cu1(4.626296570326147) q[0], q[1];
ecr q[1], q[2];
u3(5.422059725002541, 2.8335778362439656, 0.41981474345227054) q[0];
u3(1.0068268048510907, 0.5342332244175777, 1.672665681555579) q[2];
u1(4.601270752138605) q[0];
t q[1];
"
3,"[(0.05729101727766906-0.09873619391909061j), (-0.016826879746895104-0.17285409094365478j), 0j, 0j, (-0.4647110930141638-0.2696455089287297j), (-0.8135538787348804+0.07919727679198693j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
sx q[2];
p(1.4342108879523625) q[1];
h q[0];
ch q[1], q[2];
x q[0];
rzx(1.152086951535028) q[1], q[2];
r(4.320843139521754, 5.83971097262886) q[0];
"
3,"[(-0.349443633403348+0j), (0.37156030784709493+0j), 0j, (0.48914664613875014+0.02382526553159302j), (-0.2470939628219733-0.2470939628219733j), (0.26273281329844195+0.26273281329844195j), 0j, (0.32903190365840723+0.3627259173003263j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
qubit[3] q;
ry(5.17666072310664) q[1];
cu3(5.564713794291991, 6.241678901683941, 5.454744058552571) q[2], q[0];
xx_minus_yy(1.9020703468424651, 4.761058333564499) q[1], q[0];
h q[2];
swap q[1], q[0];
t q[2];
"
3,"[0j, 1j, 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
gate cs _gate_q_0, _gate_q_1 {
  p(pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
}
qubit[3] q;
xx_plus_yy(3.3813605665075834, 0.044739230031616735) q[2], q[1];
x q[0];
cs q[1], q[2];
ch q[1], q[2];
s q[0];
"
3,"[(-0.47020518557314567-0.47020518557314567j), (-0.47020518557314567+0.47020518557314567j), 0j, 0j, (0.17002083242980445-0.17002083242980445j), (-0.17002083242980445-0.17002083242980445j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate ryy(p0) _gate_q_0, _gate_q_1 {
  rx(pi/2) _gate_q_0;
  rx(pi/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rx(-pi/2) _gate_q_0;
  rx(-pi/2) _gate_q_1;
}
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
u1(4.120458814589184) q[0];
ryy(5.589262902881539) q[1], q[2];
csx q[0], q[1];
z q[2];
cx q[2], q[1];
sx q[0];
"
3,"[(-0.2860172437159813-0.5059463191916249j), 0j, (-0.7084044821508508+0.40046915993887006j), 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
gate rzz(p0) _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
}
qubit[3] q;
p(1.7418646357261978) q[1];
xx_plus_yy(0.11559685621910203, 5.639543621047753) q[0], q[2];
rzz(4.1706378334977945) q[2], q[0];
rx(1.9012000241665168) q[1];
cry(1.2060092388872492) q[2], q[1];
s q[0];
"
3,"[(-0.5139017327276598+0j), (0.1331178500322947+0.8474577553496625j), 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
cry(0.35538528314224105) q[2], q[0];
sdg q[1];
cz q[2], q[1];
u3(4.221046454721868, 1.4149904059456093, 2.208985489835319) q[0];
crx(1.2482311228629723) q[1], q[2];
"
3,"[0j, 0j, (0.9970459852422925-0.0768069222936722j), 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate rzz(p0) _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
}
qubit[3] q;
crz(1.494723210756879) q[0], q[2];
x q[1];
cu3(5.29465219166863, 5.042409484450289, 6.204150553760066) q[0], q[1];
rzz(0.1537652827306294) q[2], q[0];
"
3,"[(-0.1427914471932748-0.09233372649266958j), (-0.010372679972931207-0.15027539188393274j), (-0.15551903855426913+0.0687658569838887j), (-0.13134973951955606-0.07373962180425915j), (0.24195987162948276-0.43897101388984966j), (0.43972875187006444-0.06158972259308865j), (-0.23437576173549102-0.4430667363110739j), (0.18965226095690038-0.401480621031992j)]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
z q[1];
rz(0.07890851284704477) q[2];
y q[0];
u3(3.7924470422398775, 3.696939667656561, 1.2316331108288463) q[0];
u2(0.9903284062051829, 3.9523844128577488) q[1];
rx(2.487465286779004) q[2];
U(4.185190231998337, 4.007293441155292, 2.484261483273684) q[0];
u1(3.0713501035039665) q[2];
x q[1];
"
3,"[(0.038881024534517764+0.038881024534517764j), (0.33789949153922527+0.33789949153922527j), (0.07086568732811041-0.07086568732811041j), (0.6158654511402581-0.6158654511402581j), 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate csdg _gate_q_0, _gate_q_1 {
  p(-pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
}
qubit[3] q;
rzx(0.5671717630133369) q[2], q[1];
ry(2.9124666787178124) q[0];
csdg q[1], q[2];
cp(4.204070551797668) q[2], q[0];
sx q[1];
"
3,"[(-0.45664089392652873+0j), (0.7071067811865475+0j), 0j, (-0.5382460858004823+0.04207428091412297j), 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
qubit[3] q;
cu3(0.5267435206509791, 3.023642883218135, 5.0159846436792215) q[1], q[2];
h q[0];
crz(0.03322615967253269) q[1], q[0];
xx_minus_yy(4.545701785952061, 4.634378387173323) q[0], q[1];
"
3,"[0j, (0.14037610281776888+0.14037610281776888j), (0.14037610281776888-0.14037610281776888j), 0j, 0j, (0.47989014342627956+0.47989014342627956j), (-0.47989014342627956-0.47989014342627956j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate cs _gate_q_0, _gate_q_1 {
  p(pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
}
qubit[3] q;
sxdg q[1];
sdg q[0];
cx q[1], q[0];
rx(2.572437160829931) q[2];
cs q[0], q[2];
x q[1];
"
